queue,priority,ticker,company,spine_id,issues,next_step,entry_not_certified,exit_not_certified,manual_required,source_upgrade_pending,decision_status,decision_note,accepted_source_url,certified_boundary,corroborating_source_url,blocked_financial_rows,financial_unlock_rank
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CMVT,Comverse Technology Inc,SP500_SPELL_0257,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact exit boundary certified; first non-member date 2007-02-01.,https://www.just-style.com/news/us-polo-ralph-lauren-moves-to-sp-500/,2007-02-01,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CMX,Caremark Rx,SP500_SPELL_0258,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-03-21.,https://br.advfn.com/noticias/PRNUS/2007/artigo/19841988,2007-03-21,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CNX,Consol Energy Inc.,SP500_SPELL_0264,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2016-03-04. Promoted to historical publication scope.,https://press.spglobal.com/2016-03-01-American-Water-Works-Set-to-Join-the-S-P-500-CONSOL-Energy-to-Join-S-P-MidCap-400,2016-03-04,,9,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,COC.B,Conoco Inc.,SP500_SPELL_0266,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,1,114
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,COL,Rockwell Collins Inc,SP500_SPELL_0271,,COMPLETE,NO,YES,NO,NO,CERTIFIED_AND_PROMOTED,"S&P DJI: Rockwell Collins deleted prior to open 2018-12-03; half-open exit date 2018-12-03. UTC confirms acquisition completed 2018-11-26, separately from index deletion.",https://press.spglobal.com/2018-11-26-Lamb-Weston-Holdings-Maxim-Integrated-Products-and-Diamondback-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2018-12-03,https://investors.rtx.com/news-releases/news-release-details/united-technologies-announces-intention-separate-three,5,51
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,COTY,Coty Inc,SP500_SPELL_0276,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2020-09-21; half-open exit date 2020-09-21. Primary index evidence.,https://press.spglobal.com/2020-09-04-Etsy-Teradyne-and-Catalent-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2020-09-21,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CPNLQ,Calpine Corporation,SP500_SPELL_0282,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact exit boundary certified; first non-member date 2005-12-02.,https://edgar.secdatabase.com/2678/91645705000094/filing-main.htm,2005-12-02,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CPQ,Compaq Computer Corp,SP500_SPELL_0283,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,1,105
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CTL,"CenturyLink, Inc.",SP500_SPELL_0301,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2023-03-20. Promoted to historical publication scope.,https://press.spglobal.com/2023-03-03-Fair-Isaac-Co-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2023-03-20,,16,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CTX,Centex Corp.,SP500_SPELL_0305,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-08-19.,https://www.marketscreener.com/quote/stock/PULTEGROUP-INC-14003/news/PULTE-HOMES-Standard-Poor-s-Announces-Changes-to-U-S-Indices-13226959/,2009-08-19,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CTXS,Citrix Systems Inc,SP500_SPELL_0306,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2022-10-03. Promoted to historical publication scope.,https://press.spglobal.com/2022-09-23-PG-E-and-EQT-Set-to-Join-S-P-500-ExlService-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,2022-10-03,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CVG,Convergys Corp.,SP500_SPELL_0308,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-12-21.,https://br.advfn.com/noticias/DJN/2009/artigo/40740649,2009-12-21,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CVH,Coventry Corp,SP500_SPELL_0309,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2013-05-09.,https://press.spglobal.com/2013-05-03-Macerich-Set-to-Join-the-S-P-500-3D-Systems-to-Join-the-S-P-MidCap-400-CoreSite-Realty-to-Join-the-S-P-SmallCap-600,2013-05-09,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,CZR,Caesars Entertainment,SP500_SPELL_0316,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-09-22. Promoted to historical publication scope.,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,2025-09-22,,4,
P0_MANUAL_DEEP_RESEARCH,P0,DALRQ,Delta Air Lines,SP500_SPELL_0319,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,3,72
P0_MANUAL_DEEP_RESEARCH,P0,DCNAQ,Dana Corporation,SP500_SPELL_0321,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,49
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,DDS,"Dillard's, Inc.",SP500_SPELL_0325,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2008-10-22.,https://br.advfn.com/bolsa-de-valores/nyse/FLE/share-news/28777767/standard-poors-announces-changes-to-u-s-indices,2008-10-22,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,DG,Dollar General,SP500_SPELL_0333,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-07-09.,https://www.rttnews.com/333657/american-capital-strategies-to-replace-dollar-general-in-s-p-500-quick-facts.aspx,2007-07-09,,6,
P0_MANUAL_DEEP_RESEARCH,P0,DISCA,"Discovery Communications, Inc.",SP500_SPELL_0342,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,NO,YES,YES,NO,UNTOUCHED,,,,,4,62
P0_MANUAL_DEEP_RESEARCH,P0,DJ,Dow Jones & Co. Inc.,SP500_SPELL_0345,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,6,24
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,DLX,Deluxe Corporation,SP500_SPELL_0348,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,3,77
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,DPHIQ,Delphi Corporation,SP500_SPELL_0355,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,1,122
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,DXC,DXC Technology Company,SP500_SPELL_0367,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2023-10-03. Promoted to historical publication scope.,https://press.spglobal.com/2023-09-28-Veralto-Set-to-Join-S-P-500-Vestis-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,2023-10-03,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,EDS,Electronic Data Systems Corp,SP500_SPELL_0378,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,7,13
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,EHC,HealthSouth Corp.,SP500_SPELL_0381,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact S&P exit boundary certified; first non-member date 2003-03-21.,https://www.sec.gov/Archives/edgar/data/785161/000119312505235488/d10k.htm,2003-03-21,https://www.washingtonpost.com/archive/business/2003/03/21/stocks-again-climb-on-news-from-iraq/d48de0f0-2aba-4dd2-bec4-f31da7200d27/,2,
P0_MANUAL_DEEP_RESEARCH,P0,EKDKQ,Eastman Kodak Company,SP500_SPELL_0383,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,6,20
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,EMC,EMC Corp.,SP500_SPELL_0385,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2016-09-08.,https://www.prnewswire.com/news-releases/kraft-heinz-set-to-join-sp-100-charter-communications-to-join-sp-500-300321081.html,2016-09-08,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,ENPH,Enphase Energy,SP500_SPELL_0390,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-09-22. Promoted to historical publication scope.,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,2025-09-22,,4,
P0_MANUAL_DEEP_RESEARCH,P0,ENRNQ,Enron Corp.,SP500_SPELL_0391,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,108
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,EOP,Equity Office Properties Trust,SP500_SPELL_0394,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,4,64
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,EPAM,EPAM Systems,SP500_SPELL_0396,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: EPAM Systems removed effective prior to open 2026-06-02; half-open exit date 2026-06-02.,https://press.spglobal.com/2026-05-27-FedEx-Freight-Holding-Company-Set-to-Join-S-P-500-EPAM-Systems-and-Dave-to-Join-S-P-SmallCap-600,2026-06-02,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,EQT,EQT Corporation,SP500_SPELL_0400,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2018-11-13. Promoted to historical publication scope.,https://press.spglobal.com/2018-11-07-Jack-Henry-Associates-Set-to-Join-S-P-500-EQT-Equitrans-Midstream-MasTec-to-Join-S-P-MidCap-400-Superior-Energy-Services-United-Natural-Foods-to-Join-S-P-SmallCap-600,2018-11-13,,10,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,ESRX,Express Scripts Holding Co,SP500_SPELL_0404,,COMPLETE,NO,YES,NO,NO,CERTIFIED_AND_PROMOTED,"S&P DJI: Express Scripts deleted effective prior to open 2018-12-24; half-open exit date 2018-12-24. SEC confirms Cigna combination closed 2018-12-20, separately from index boundary.",https://press.spglobal.com/2018-12-19-Celanese-Set-to-Join-S-P-500,2018-12-24,https://www.sec.gov/Archives/edgar/data/1532063/000114036118045477/form8k.htm,3,66
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,ETFC,E*TRADE Financial Corp,SP500_SPELL_0408,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2020-10-07.,https://press.spglobal.com/2020-10-01-Pool-Set-to-Join-S-P-500-Neogen-Simpson-Manufacturing-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,2020-10-07,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,ETSY,Etsy,SP500_SPELL_0412,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: Etsy deleted effective prior to open 2024-09-23; half-open exit date 2024-09-23.,https://press.spglobal.com/2024-09-06-Palantir-Technologies%2C-Dell-Technologies%2C-and-Erie-Indemnity-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2024-09-23,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FBF,FleetBoston Financial Group Inc,SP500_SPELL_0425,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2004-04-01.,https://www.advfn.com/stock-market/NYSE/FBF/stock-news/7217409/standard-poors-announces-changes-to-s-p-u-s-ind,2004-04-01,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FDC,First Data Corp.,SP500_SPELL_0431,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-09-25.,https://www.advfn.com/stock-market/NYSE/SLR/stock-news/22396134/standard-poors-announces-changes-to-u-s-indices,2007-09-25,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FDO,Family Dollar Stores Inc,SP500_SPELL_0432,,COMPLETE,NO,YES,NO,NO,CERTIFIED_AND_PROMOTED,"S&P DJI: Family Dollar deleted after close 2015-07-08; half-open first non-member date 2015-07-09. Dollar Tree filing confirms acquisition closed 2015-07-06, separately from index boundary.",https://press.spglobal.com/2015-07-06-Advance-Auto-Parts-Set-to-Join-the-S-P-500-Jack-in-the-Box-West-Pharmaceutical-Services-to-Join-S-P-MidCap-400-Northfield-Bancorp-Constant-Contact-to-Join-S-P-SmallCap-600,2015-07-09,https://corporate.dollartree.com/investors/sec-filings/xbrl_doc_only/457,5,43
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FHN,First Horizon National Corp,SP500_SPELL_0439,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2013-06-24. Promoted to historical publication scope.,https://press.spglobal.com/2013-06-14-Zoetis-Set-to-Join-S-P-500-First-Horizon-National-to-Join-S-P-MidCap-400-QLogic-to-Join-S-P-SmallCap-600,2013-06-24,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FII,"Federated Investors, Inc.",SP500_SPELL_0441,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2013-01-02. Promoted to historical publication scope.,https://press.spglobal.com/2012-12-20-AbbVie-Set-to-Join-S-P-100-500-Federated-Investors-Set-to-Join-S-P-MidCap-400-ITT-Educational-Services-Procera-Networks-to-Join-S-P-SmallCap-600,2013-01-02,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FLR,Fluor Corp,SP500_SPELL_0453,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2019-06-04.,https://press.spglobal.com/2019-05-28-Corteva-Set-to-Join-S-P-500-Fluor-to-Join-S-P-MidCap-400-and-Realogy-and-Bloomin-Brands-to-Join-S-P-SmallCap-600,2019-06-04,,18,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FLS,Flowserve Corp,SP500_SPELL_0454,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: Flowserve removed effective prior to open 2021-03-22; half-open exit date 2021-03-22.,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,2021-03-22,,13,
P0_MANUAL_DEEP_RESEARCH,P0,FMC,FMC Corporation,SP500_SPELL_0457,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,110
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FMC,FMC Corporation,SP500_SPELL_0458,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2025-03-24; half-open exit date 2025-03-24. Primary index evidence.,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,2025-03-24,,16,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FNMA,Fannie Mae,SP500_SPELL_0461,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2008-09-11.,https://www.postbulletin.com/opinion/fastenal-steps-into-fannie-maes-shoes,2008-09-11,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FOSL,Fossil Group,SP500_SPELL_0462,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2016-01-05.,https://press.spglobal.com/2015-12-28-Willis-Group-Holdings-Set-to-Join-the-S-P-500-Fossil-Group-to-Join-S-P-MidCap-400-Adeptus-Health-to-Join-S-P-SmallCap-600,2016-01-05,,3,
P0_MANUAL_DEEP_RESEARCH,P0,FOX,"Twenty-First Century Fox, Inc. (Class B)",SP500_SPELL_0463,MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,EXIT_CERTIFIED_2019-03-20. Historical entry/legal-identity split remains MANUAL_REQUIRED; do not merge the 2015 entry into Fox Corp.,YES,NO,YES,NO,UNTOUCHED,,,,,7,9
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FRX,Forest Laboratories Inc,SP500_SPELL_0469,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2014-07-01.,https://press.spglobal.com/2014-06-24-Affiliated-Managers-Group-Set-to-Join-S-P-500-LaSalle-Hotel-Properties-Rayonier-Advanced-Materials-TimkenSteel-Belden-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,2014-07-01,,8,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FSH,Fisher Scientific Int'l,SP500_SPELL_0470,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2006-11-10.,https://br.advfn.com/noticias/PRNUS/2006/artigo/17563157,2006-11-10,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FSL,"Freescale Semiconductor, Inc.",SP500_SPELL_0471,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,1,123
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FSLR,First Solar,SP500_SPELL_0472,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: First Solar removed effective prior to open 2017-03-20; half-open exit date 2017-03-20.,https://press.spglobal.com/2017-03-10-S-P-Dow-Jones-Indices-Announces-Changes-to-U-S-Indices-and-Updates-to-U-S-Indices-Methodology-and-Market-Cap-Guidelines,2017-03-20,,8,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,FTI,TechnipFMC plc,SP500_SPELL_0475,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2021-02-12. Promoted to historical publication scope.,https://press.spglobal.com/2021-02-08-Monolithic-Power-Systems-Set-to-Join-S-P-500-Iridium-Communications-to-Join-S-P-MidCap-400-Collegium-Pharmaceutical-to-Join-S-P-SmallCap-600,2021-02-12,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GDT,Guidant Corp,SP500_SPELL_0487,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,3,65
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GDW,Golden West Financial,SP500_SPELL_0488,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2006-10-02.,https://it.advfn.com/mercati/NYSE/GDW/notizie/17005713/standard-poors-announces-changes-to-u-s-indices,2006-10-02,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GENZ,Genzyme Corp.,SP500_SPELL_0491,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2011-04-04.,https://www.prnewswire.com/news-releases/standard--poors-announces-change-to-us-index-118873854.html,2011-04-04,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GHC,Graham Holdings Co,SP500_SPELL_0496,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2014-09-22.,https://press.spglobal.com/2014-09-12-United-Rentals-and-Universal-Health-Services-to-Join-the-S-P-500-Changes-to-the-S-P-MidCap-400-and-the-S-P-SmallCap-600,2014-09-22,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GLK,Great Lakes Chemical Corp,SP500_SPELL_0501,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2005-07-05.,https://br.advfn.com/noticias/PRNUS/2005/artigo/11730833,2005-07-05,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GME,GameStop Corp.,SP500_SPELL_0505,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: GameStop deleted after close Friday 2016-04-22; first non-member trading day / half-open exit date 2016-04-25.,https://press.spglobal.com/2016-04-19-Global-Payments-Set-to-Join-the-S-P-500-GameStop-to-Join-S-P-MidCap-400-Chuys-Holdings-and-Krispy-Kreme-to-Join-SmallCap-600,2016-04-25,,9,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GNW,Genworth Financial Inc.,SP500_SPELL_0508,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2015-11-18.,https://press.spglobal.com/2015-11-09-Synchrony-Financial-Set-to-Join-the-S-P-500-Genworth-Financial-to-Join-S-P-MidCap-400-Rovi-to-Join-S-P-SmallCap-600,2015-11-18,,9,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,GPS,The Gap Inc,SP500_SPELL_0514,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2022-02-03. Promoted to historical publication scope.,https://press.spglobal.com/2022-01-26-Constellation-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2022-02-03,,4,
P0_MANUAL_DEEP_RESEARCH,P0,GPU,GPU Inc.,SP500_SPELL_0515,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,109
P0_MANUAL_DEEP_RESEARCH,P0,GR,Goodrich Corp.,SP500_SPELL_0516,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,39
P0_MANUAL_DEEP_RESEARCH,P0,GT,The Goodyear Tire & Rubber Comp,SP500_SPELL_0522,,COMPLETE,False,False,False,NO,PROMOTED_PUBLICATION_SAFE,LEFT_CENSORED membership proven at 2000-12-31 by SEC-filed Evergreen Equity Index Fund; exact S&P exit 2019-02-27.,https://press.spglobal.com/2019-02-21-Wabtec-Set-to-Join-S-P-500-and-The-Goodyear-Tire-Rubber-to-Join-S-P-MidCap-400,2019-02-27,https://www.sec.gov/Archives/edgar/data/1045688/000102140801500022/dn30d.htm,17,4
