symbol,cik,company_name,founded_year,founded_month,founded_date,founded_source_url,legal_entity_founded_year,confidence,audit_status
PEP,77476,PepsiCo,1898.0,,,,1965.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PET,,Pet Incorporated,1885.0,,,"https://en.wikipedia.org/wiki/Pet,_Incorporated",,verified,VERIFIED
PETM,863157,,1986.0,,,https://en.wikipedia.org/wiki/PetSmart,,verified,VERIFIED
PFE,78003,Pfizer,1849.0,,,https://www.sec.gov/Archives/edgar/data/5187/000119312509011186/dex991.htm,,verified,VERIFIED
PFG,1126328,Principal Financial Group,1879.0,,,https://www.sec.gov/comments/s7-14-10/s71410-243.pdf,,verified,VERIFIED
PG,80424,Procter & Gamble,1837.0,,,https://www.sec.gov/Archives/edgar/data/80424/000008042424000083/pg-20240630.htm,,verified,VERIFIED
PGL,77385,Peoples Energy Corp,1849.0,,,https://en.wikipedia.org/wiki/Peoples_Energy,,verified,VERIFIED
PGN,1094093,Progress Energy Inc.,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
PGR,80661,Progressive Corporation,1937.0,,,https://investors.progressive.com/financials/financial-news-releases/news-details/2026/Progressive-Announces-Investor-Relations-Call/default.aspx,,verified,VERIFIED
PH,76334,Parker Hannifin,1917.0,,,https://en.wikipedia.org/wiki/Parker_Hannifin,,verified,VERIFIED
PHA,67686,Pharmacia Corporation,1911.0,,,https://en.wikipedia.org/wiki/Pharmacia,,verified,VERIFIED
PHB,,Pioneer Hi-Bred International,1926.0,,,https://en.wikipedia.org/wiki/Pioneer_Hi_Bred_International,,verified,VERIFIED
PHM,822416,PulteGroup,1950.0,,,https://www.pultegroupinc.com/investor-relations/news/news-details/2018/PulteGroup-Announces-Passing-of-Company-Founder-William-Bill-Pulte/default.aspx,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
PKG,75677,Packaging Corporation of America,1959.0,,,,1999.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PKI,31791,"PerkinElmer, Inc. (EG&G)",1937.0,April,,https://en.wikipedia.org/wiki/PerkinElmer,,verified,VERIFIED
PLD,1045609,Prologis,1983.0,,,https://www.prologis.com/annual-report/2021,,verified,VERIFIED
PLL,75829,Pall Corporation,1946.0,,,https://en.wikipedia.org/wiki/Pall_Corporation,,verified,VERIFIED
PLTR,1321655,Palantir Technologies,2003.0,,,https://www.palantir.com/assets/xrfr7uokpv1b/4Py6TmK7OUgYAuwD8OFWLg/6c5724703c87afca09e81cda2eba8e97/AIP_Now_Privacy_Statement.pdf,,verified,VERIFIED
PM,1413329,Philip Morris International,1847.0,,,https://en.wikipedia.org/wiki/Philip_Morris_International,2008.0,business_kept_holdco_separated,VERIFIED_CORRECTED
PMCS,767920,,1984.0,,,https://en.wikipedia.org/wiki/PMC-Sierra,,verified,VERIFIED
PMI,2030617,"Picard Medical, Inc.",2001.0,,,https://picardmedical.com,2021.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PNC,713676,PNC Financial Services,1845.0,,,,1983.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PNR,77360,Pentair,1966.0,,,https://www.pentair.com/content/dam/extranet/enterprise/resources/brand-content/Pentair_History_2022.pdf,,verified,VERIFIED
PNU,,Pharmacia & Upjohn Inc.,1886.0,,,https://en.wikipedia.org/wiki/Upjohn,,verified,VERIFIED
PNW,764622,Pinnacle West Capital,1985.0,February,1985-02-20,https://www.sec.gov/Archives/edgar/data/764622/000095012405001084/p70259uv3av2.htm,,verified,VERIFIED
PODD,1145197,Insulet Corporation,2000.0,,,https://investor.insulet.com/overview/,,verified,VERIFIED
POM,1877971,POMDOCTOR Ltd,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_MISMATCH
POOL,945841,Pool Corporation,1993.0,,,https://www.sec.gov/Archives/edgar/data/945841/000094584121000022/pool-20201231.htm,,verified,VERIFIED
PPG,79879,PPG Industries,1883.0,,,https://news.ppg.com/Press-Releases/news-details/2018/PPG-Marks-135th-Anniversary-of-Its-Founding-With-NYSE-Closing-Bell-Ceremony/default.aspx,,verified,VERIFIED
PPL,922224,PPL Corporation,1920.0,June,1920-06-04,https://www.pplweb.com/about-us/affordability/timeline/,,verified,VERIFIED
PPW,,PacifiCorp,1910.0,,,https://en.wikipedia.org/wiki/PacifiCorp,,verified,VERIFIED
PRD,79326,Polaroid Corporation,1937.0,,,https://en.wikipedia.org/wiki/Polaroid_Corporation,,verified,VERIFIED
PRGO,1585364,PERRIGO Co plc,1887.0,,,https://en.wikipedia.org/wiki/Perrigo,,verified,VERIFIED
PRU,1137774,Prudential Financial,1875.0,,1875,https://news.prudential.com/files/doc_news/fact_sheets/2021/Prudential_RTW_Resource-Guide.pdf,,verified,VERIFIED
PSA,1393311,Public Storage,1972.0,,1972,https://investors.publicstorage.com/news-events/press-releases/news-details/2022/Public-Storage-to-Celebrate-its-50th-Anniversary-by-Ringing-the-NYSE-Opening-Bell/default.aspx,,verified,VERIFIED
PSFT,875570,,1987.0,,,https://en.wikipedia.org/wiki/PeopleSoft,,verified,VERIFIED
PSKY,2041610,Paramount Skydance Corporation,1912.0,,,https://en.wikipedia.org/wiki/Paramount_Pictures,2024.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
PSX,1534701,Phillips 66,1917.0,,,https://en.wikipedia.org/wiki/Phillips_66,2012.0,business_kept_holdco_separated,VERIFIED_CORRECTED
PTC,857005,PTC Inc.,1985.0,May,,https://en.wikipedia.org/wiki/Parametric_Technology_Corporation,,verified,VERIFIED
PTV,1089976,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
PVH,78239,PVH CORP. /DE/,1881.0,,,https://en.wikipedia.org/wiki/PVH_(company),,verified,VERIFIED
PVN,1035713,Providian Financial Corporation,1981.0,,,https://en.wikipedia.org/wiki/Providian,1997.0,business_kept_holdco_separated,VERIFIED_CORRECTED
PVT,,"Provident Companies, Inc.",,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_MISMATCH
PWER,1042825,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
PWJ,,Paine Webber Group Inc,1880.0,,,https://en.wikipedia.org/wiki/Paine_Webber,,verified,VERIFIED
PWR,1050915,Quanta Services,1997.0,,,https://www.sec.gov/Archives/edgar/data/1050915/000095012905005887/h25965exv99w2.htm,,verified,VERIFIED
PX,884905,"Praxair, Inc.",1907.0,,,https://en.wikipedia.org/wiki/Praxair,,verified,VERIFIED
PXD,1038357,,1997.0,,,https://en.wikipedia.org/wiki/Pioneer_Natural_Resources,,verified,VERIFIED
PYPL,1633917,PayPal,1998.0,,,https://www.paypalobjects.com/webstatic/en_US/mktg/pages/stories/pdf/paypal_infogrpahic_-_key_milestones.pdf,,verified,VERIFIED
PZE,,Pennzoil Company,1913.0,,,https://en.wikipedia.org/wiki/Pennzoil,,verified,VERIFIED
Q,2058873,Qnity Electronics,2024.0,December,2024-12-06,https://www.sec.gov/Archives/edgar/data/2058873/000119312525261603/d65598dex32.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
QCOM,804328,Qualcomm,1985.0,,,https://www.qualcomm.com/content/dam/qcomm-martech/dm-assets/documents/2017-07-06_complaint.pdf,,verified,VERIFIED
QEP,1108827,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
QLGC,918386,,1992.0,,,https://en.wikipedia.org/wiki/QLogic,,verified,VERIFIED
QRVO,1604778,"Qorvo, Inc.",2015.0,,,https://en.wikipedia.org/wiki/Qorvo,,verified,VERIFIED
QTRN,919623,,1982.0,,,https://en.wikipedia.org/wiki/Quintiles,,verified,VERIFIED
R,85961,RYDER SYSTEM INC,1933.0,,,https://en.wikipedia.org/wiki/Ryder,,verified,VERIFIED
RAD,84129,Rite Aid Corporation,1962.0,September,,https://en.wikipedia.org/wiki/Rite_Aid,,verified,VERIFIED
RAI,1275283,,1875.0,,,https://en.wikipedia.org/wiki/R._J._Reynolds_Tobacco_Company,,verified,VERIFIED
RAI_B,1275283,Reynolds American Inc.,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_MISMATCH
RAL,2041385,Ralliant Corp,1894.0,,,https://en.wikipedia.org/wiki/Ralston_Purina,2024.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
RATL,722056,,1981.0,,,https://en.wikipedia.org/wiki/Rational_Software,,verified,VERIFIED
RBD,,Rubbermaid Incorporated,1920.0,May,,https://en.wikipedia.org/wiki/Rubbermaid,,verified,VERIFIED
RBK,770949,Reebok International Ltd,1958.0,,,https://en.wikipedia.org/wiki/Reebok,,verified,VERIFIED
RCL,884887,Royal Caribbean Group,1968.0,,,https://www.sec.gov/Archives/edgar/data/884887/000088488726000007/rcl-20251231.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
RDC,85408,Rowan Companies,1923.0,,,https://en.wikipedia.org/wiki/Rowan_Companies,,verified,VERIFIED
RDS.A,,Royal Dutch Shell,1907.0,,,https://en.wikipedia.org/wiki/Shell_plc,,verified,VERIFIED
RE,,,1973.0,,,https://en.wikipedia.org/wiki/Everest_Group,,verified,VERIFIED
REG,910606,Regency Centers,1963.0,,,https://investors.regencycenters.com/static-files/4dd2aaa7-aec1-46da-a4a0-9b4261ab8161,,verified,VERIFIED
REGN,872589,Regeneron Pharmaceuticals,1988.0,,1988,https://newsroom.regeneron.com/static-files/c1be21c5-bd18-45e4-b8ba-e09e3755fdf5,,verified,VERIFIED
RF,1281761,Regions Financial Corporation,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
RHI,315213,ROBERT HALF INC.,1948.0,,,https://en.wikipedia.org/wiki/Robert_Half,,verified,VERIFIED
RHT,1087423,,1993.0,,,https://en.wikipedia.org/wiki/Red_Hat,,verified,VERIFIED
RIG,1451505,Transocean Ltd.,1953.0,,,https://en.wikipedia.org/wiki/Transocean,2008.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
RJF,720005,Raymond James Financial,1962.0,,1962,https://www.raymondjames.com/-/media/rj/corporate-sites/branch-sites/memphis-branch/files/memphis_complex_fall_newsletter.pdf,,verified,VERIFIED
RL,1037038,Ralph Lauren Corporation,1967.0,,1967,https://investor.ralphlauren.com/static-files/6ad0d855-a135-486f-b00c-f159a5865c64,,verified,VERIFIED
RLM,,Reynolds Metals Company,1919.0,,,https://en.wikipedia.org/wiki/Reynolds_Metals_Company,,verified,VERIFIED
RMD,943819,ResMed,1989.0,,,https://investor.resmed.com/sec-filings/all-sec-filings/content/0000943819-24-000019/0000943819-24-000019.pdf,,verified,VERIFIED
RML,85812,Russell Corporation,1902.0,,,https://en.wikipedia.org/wiki/Russell_Brands,,verified,VERIFIED
RNB,,Republic New York Corporation,1966.0,,,https://en.wikipedia.org/wiki/Republic_New_York,,verified,VERIFIED
ROH,84792,Rohm and Haas,1909.0,September,,https://en.wikipedia.org/wiki/Rohm_and_Haas,,verified,VERIFIED
ROK,1024478,Rockwell Automation,1903.0,,,https://www.rockwellautomation.com/en-us/company/about-us/our-history.html,,verified,VERIFIED
ROL,84839,"Rollins, Inc.",1948.0,,,https://www.rollins.com/investors/financial-information/sec-filings/content/0001171200-17-000077/0001171200-17-000077.pdf,,verified,VERIFIED
ROP,882835,Roper Technologies,1981.0,,,https://www.sec.gov/Archives/edgar/data/882835/000088283523000016/rop-20221231.htm,,verified,VERIFIED
ROST,745732,Ross Stores,1982.0,,,https://investors.rossstores.com/static-files/77b062a5-7476-466a-a421-a9d11f7ad28d,,verified,VERIFIED
RRC,315852,RANGE RESOURCES CORP,1976.0,,,https://en.wikipedia.org/wiki/Range_Resources,,verified,VERIFIED
RRD,29669,R.R. Donnelley & Sons,1864.0,,,https://en.wikipedia.org/wiki/RR_Donnelley,,verified,VERIFIED
RSG,1060391,Republic Services,1981.0,,,https://en.wikipedia.org/wiki/Republic_Services,,verified,VERIFIED
RSHCQ,96289,RadioShack Corporation,1921.0,,,https://en.wikipedia.org/wiki/RadioShack,,verified,VERIFIED
RTN,1047122,Raytheon Company,1922.0,July,,https://en.wikipedia.org/wiki/Raytheon,,verified,VERIFIED
RTX,101829,RTX Corporation,1922.0,,,,2020.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
RVTY,31791,Revvity,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
RX,1058083,IMS Health,1954.0,,,https://en.wikipedia.org/wiki/IMS_Health,,verified,VERIFIED
RYAN,1849253,"RYAN SPECIALTY HOLDINGS, INC.",2010.0,,,https://en.wikipedia.org/wiki/Ryan_Specialty,,verified,VERIFIED
RYC,,Raychem Corporation,1957.0,,,https://en.wikipedia.org/wiki/Raychem,,verified,VERIFIED
RYI,,Ryerson Holding Corporation,1842.0,,,https://en.wikipedia.org/wiki/Ryerson_(company),,verified,VERIFIED
S,1583708,"SentinelOne, Inc.",2013.0,,,https://en.wikipedia.org/wiki/SentinelOne,,verified,VERIFIED
SAF,86104,Safeco,1923.0,,,https://en.wikipedia.org/wiki/Safeco,,verified,VERIFIED
SAI,,,1969.0,,,https://en.wikipedia.org/wiki/Science_Applications_International_Corporation,,verified,VERIFIED
SANM,897723,SANMINA CORP,1980.0,,,https://en.wikipedia.org/wiki/Sanmina_Corporation,,verified,VERIFIED
SAPE,1008817,,1990.0,,,https://en.wikipedia.org/wiki/Publicis_Sapient,,verified,VERIFIED
SATS,1415404,EchoStar,2007.0,October,,https://www.sec.gov/Archives/edgar/data/1415404/000155837025003814/tmb-20241231xars.pdf,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
SB,1434754,"SAFE BULKERS, INC.",2007.0,,,https://en.wikipedia.org/wiki/Safe_Bulkers,,verified,VERIFIED
SBAC,1034054,SBA Communications,1989.0,,,https://www.sec.gov/Archives/edgar/data/1034054/000119312526149656/d98181ddef14a1.pdf,,verified,VERIFIED
SBL,278352,,1973.0,,,https://en.wikipedia.org/wiki/Symbol_Technologies,,verified,VERIFIED
SBNY,,,2001.0,,,https://en.wikipedia.org/wiki/Signature_Bank,,verified,VERIFIED
SBUX,829224,Starbucks,1971.0,,,https://investor.starbucks.com/files/doc_financials/2018/FY18-Annual-Letter-to-Shareholders.pdf,,verified,VERIFIED
SCG,754737,,1924.0,,,https://en.wikipedia.org/wiki/SCANA,,verified,VERIFIED
SCHW,316709,Charles Schwab Corporation,1971.0,,,https://www.sec.gov/Archives/edgar/data/316709/000119312526142826/d930509ddef14a.htm,,verified,VERIFIED
SCI,89089,SERVICE CORP INTERNATIONAL,1962.0,,,https://en.wikipedia.org/wiki/Service_Corporation_International,,verified,VERIFIED
SDS,789388,,1983.0,,,https://en.wikipedia.org/wiki/SunGard,,verified,VERIFIED
SE,1703399,Sea Ltd,2009.0,,,https://en.wikipedia.org/wiki/Sea_Ltd,2017.0,business_kept_holdco_separated,VERIFIED_CORRECTED
SEBL,,,1993.0,,,https://en.wikipedia.org/wiki/Siebel_Systems,,verified,VERIFIED
SEDG,1419612,"SOLAREDGE TECHNOLOGIES, INC.",2006.0,,,https://en.wikipedia.org/wiki/SolarEdge,,verified,VERIFIED
SEE,1012100,,1960.0,,,https://en.wikipedia.org/wiki/Sealed_Air,,verified,VERIFIED
SEG,2009684,Seaport Entertainment Group Inc.,2024.0,,,https://www.sec.gov/Archives/edgar/data/2009684/000110465926056380/R7.htm,,verified,VERIFIED
SFA,87777,Scientific-Atlanta,1951.0,,,https://en.wikipedia.org/wiki/Scientific_Atlanta,,verified,VERIFIED
SFS,,Smith's Food & Drug Centers,1911.0,,,https://en.wikipedia.org/wiki/Smith%27s_Food_and_Drug,,verified,VERIFIED
SGID,802301,"Silicon Graphics, Inc.",1981.0,,,https://en.wikipedia.org/wiki/Silicon_Graphics,,verified,VERIFIED
SGP,1778922,"SpyGlass Pharma, Inc.",2019.0,January,2019-01-07,https://www.sec.gov/Archives/edgar/data/1778922/000177892226000020/sgp-20251231.htm,,verified,VERIFIED
SHLD,1310067,,1892.0,,,https://en.wikipedia.org/wiki/Sears,,corrected_earlier,VERIFIED_CORRECTED
SHN,,"Shoney's, Inc.",1947.0,,,https://en.wikipedia.org/wiki/Shoney%27s,,verified,VERIFIED
SHW,89800,Sherwin-Williams,1866.0,,,https://investors.sherwin-williams.com/investor-home/,,verified,VERIFIED
SIAL,90185,Sigma-Aldrich,1975.0,August,,https://en.wikipedia.org/wiki/Sigma-Aldrich,,verified,VERIFIED
SIG,832988,SIGNET JEWELERS LTD,1949.0,,,https://en.wikipedia.org/wiki/Signet_Jewelers,,verified,VERIFIED
SII,1512920,SPROTT INC.,1981.0,,,https://finance.yahoo.com/quote/SII/profile/,2008.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
SIVB,719739,,1983.0,,,https://en.wikipedia.org/wiki/Silicon_Valley_Bank,,verified,VERIFIED
SJM,91419,J.M. Smucker Company (The),1897.0,,,https://www.jmsmucker.com/faq,,verified,VERIFIED
SK,,Safety-Kleen,1963.0,,,https://en.wikipedia.org/wiki/Safety-Kleen,,verified,VERIFIED
SLB,87347,Schlumberger,1926.0,,,https://investorcenter.slb.com/investor-resources/investor-faqs/,,verified,VERIFIED
SLG,1040971,SL GREEN REALTY CORP,1997.0,,,https://en.wikipedia.org/wiki/SL_Green_Realty,,verified,VERIFIED
SLM,1032033,SLM Corp,1972.0,,,https://en.wikipedia.org/wiki/Sallie_Mae,,verified,VERIFIED
SLR,835541,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
SMCI,1375365,Supermicro,1993.0,,,https://www.supermicro.com/about/,,verified,VERIFIED
SMI,93102,"Springs Industries, Inc.",1887.0,,,https://www.scencyclopedia.org/sce/entries/springs-industries/,,verified,VERIFIED
SMS,,Shared Medical Systems Corporation,1968.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/shared-medical-systems-corporation,,verified,VERIFIED
SNA,91440,Snap-on,1920.0,,,https://www.snapon.com/EN/Our-Company?docid=96,,verified,VERIFIED
SNDK,2023554,Sandisk,1988.0,,,,2024.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
SNI,1430602,,2008.0,,,https://en.wikipedia.org/wiki/Scripps_Networks_Interactive,,verified,VERIFIED
SNPS,883241,Synopsys,1986.0,,,https://investor.synopsys.com/resources/investor-faqs/default.aspx,,verified,VERIFIED
SNT,1993727,Senstar Technologies Corp,1969.0,,,https://en.wikipedia.org/wiki/Senstar,,verified,VERIFIED
SNV,18349,,1888.0,,,https://en.wikipedia.org/wiki/Synovus,,verified,VERIFIED
SO,92122,Southern Company,1945.0,,,https://www.sec.gov/Archives/edgar/data/92122/000009212206000153/g99802e10vk.htm,,verified,VERIFIED
SOLS,2064953,Solstice Advanced Materials Inc.,2025.0,,,https://en.wikipedia.org/wiki/Solstice_Advanced_Materials,,verified,VERIFIED
SOLV,1964738,Solventum,2023.0,January,2023-01-24,https://www.sec.gov/Archives/edgar/data/1964738/000162828024014887/exhibit31-8xk.htm,,verified,VERIFIED
SOTR,,,1887.0,,,https://en.wikipedia.org/wiki/SouthTrust_(1887%E2%80%932005),,verified,VERIFIED
SOV,811830,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
SPG,1063761,Simon Property Group,1993.0,,,https://www.sec.gov/Archives/edgar/data/1063761/000155837025004238/spg-20250514xdef14a.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
SPGI,64040,S&P Global,1917.0,,,,1925.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
SPLS,791519,,1986.0,,,https://en.wikipedia.org/wiki/Staples_Inc.,,verified,VERIFIED
SRCL,861878,,1989.0,,,https://en.wikipedia.org/wiki/Stericycle,,verified,VERIFIED
SRE,1032208,Sempra,1998.0,,,https://www.sempra.com/our-business,,verified,VERIFIED
SRR,,Stride Rite Corporation,1919.0,,,https://en.wikipedia.org/wiki/Stride_Rite_Corporation,,verified,VERIFIED
SSP,832428,E.W. SCRIPPS Co,1878.0,,,https://en.wikipedia.org/wiki/The_E._W._Scripps_Company,,verified,VERIFIED
STE,1757898,Steris,1985.0,,,https://www.steris.com/-/media/documents/pdfs/sustainability/corporate-responsibility-fact-sheet-2025.pdf,,verified,VERIFIED
STI,1881551,Solidion Technology Inc.,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
STJ,203077,St. Jude Medical,1976.0,,,https://en.wikipedia.org/wiki/St._Jude_Medical,,verified,VERIFIED
STLD,1022671,Steel Dynamics,1993.0,,,https://www.sec.gov/Archives/edgar/data/1022671/000110465924040561/tm249986d1_ars.pdf,,verified,VERIFIED
STO,,Stone Container Corporation,1926.0,,,https://en.wikipedia.org/wiki/Stone_Container,,verified,VERIFIED
STR,751652,,1922.0,,,https://en.wikipedia.org/wiki/Questar_Corporation_(gas_company),1928.0,business_kept_holdco_separated,VERIFIED_CORRECTED
STT,93751,State Street Corporation,1792.0,,,https://www.sec.gov/Archives/edgar/data/93751/000119312511147949/dex991.htm,,verified,VERIFIED
STX,1137789,Seagate Technology,1979.0,,,https://www.seagate.com/files/www-content/product-content/_cross-product/en-us/docs/seagate-storage-and-application-guide-apac.pdf,,verified,VERIFIED
STZ,16918,Constellation Brands,1945.0,,,https://ir.cbrands.com/sec-filings/annual-reports/content/0000950152-08-003169/0000950152-08-003169.pdf,,verified,VERIFIED
SUB,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
SUN,1552275,Sunoco LP,1886.0,,,https://en.wikipedia.org/wiki/Sunoco,,verified,VERIFIED
SUNEQ,945436,,1959.0,,,https://en.wikipedia.org/wiki/SunEdison,,verified,VERIFIED
SVU,95521,SuperValu,1926.0,,,https://en.wikipedia.org/wiki/Supervalu_Inc.,,verified,VERIFIED
SW,2005951,Smurfit Westrock,1934.0,,,,2024.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
SWK,93556,Stanley Black & Decker,1843.0,,,https://www.sec.gov/Archives/edgar/vprr/1100/11006048.pdf,,verified,VERIFIED
SWKS,4127,Skyworks Solutions,1962.0,,,https://www.sec.gov/Archives/edgar/data/4127/000000412725000073/exhibit31-restatedcertific.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
SWN,7332,,1929.0,,,https://en.wikipedia.org/wiki/Southwestern_Energy,,verified,VERIFIED
SWY,86144,,1915.0,,,https://en.wikipedia.org/wiki/Safeway,,verified,VERIFIED
SXCL,709804,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
SYF,1601712,Synchrony Financial,2003.0,,,https://investors.synchrony.com/filings-regulatory/sec-filings/all-sec-filings/content/0001193125-14-260649/0001193125-14-260649.pdf,,verified,VERIFIED
SYK,310764,Stryker Corporation,1941.0,,,https://stryker.com/2013/pdf/Stryker_AR_2013_Form-10K.pdf,,verified,VERIFIED
SYMC,849399,,1982.0,,,https://en.wikipedia.org/wiki/Gen_Digital,,verified,VERIFIED
SYY,96021,Sysco,1969.0,,,https://investors.sysco.com/~/media/Files/S/Sysco-IR/documents/annual-reports/annual-report-2011.pdf,,verified,VERIFIED
T,732717,AT&T,1885.0,,,https://en.wikipedia.org/wiki/AT%26T,1983.0,business_kept_holdco_separated,VERIFIED_CORRECTED
TA,,Transamerica Corporation,1928.0,,,https://en.wikipedia.org/wiki/Transamerica_Corporation,,verified,VERIFIED
TAP,24545,Molson Coors Beverage Company,1786.0,,,https://en.wikipedia.org/wiki/Molson_Coors,2005.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TCOMA,,Tele-Communications Inc.,1968.0,,,https://en.wikipedia.org/wiki/Tele-Communications_Inc.,,verified,VERIFIED
TDC,816761,TERADATA CORP /DE/,1979.0,,,https://en.wikipedia.org/wiki/Teradata,,verified,VERIFIED
TDG,1260221,TransDigm Group,1993.0,,,,2003.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TDM,,Tandem Computers,1974.0,,,https://en.wikipedia.org/wiki/Tandem_Computers,,verified,VERIFIED
TDY,1094285,Teledyne Technologies,1960.0,,,,1999.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TE,1992243,T1 Energy Inc.,2018.0,,,https://www.sec.gov/Archives/edgar/data/1844224/000121390021059499/ea150600-424b3_freyrbattery.htm,2023.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TECH,842023,Bio-Techne,1976.0,,,https://investors.bio-techne.com/10k-filings/content/0001308179-24-000705/0001308179-24-000705.pdf,,verified,VERIFIED
TEG,916863,,2007.0,,,https://en.wikipedia.org/wiki/Integrys_Energy_Group,,verified,VERIFIED
TEK,96879,Tektronix,1946.0,,,https://en.wikipedia.org/wiki/Tektronix,,verified,VERIFIED
TEL,1385157,TE Connectivity,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
TEN,1166663,TSAKOS ENERGY NAVIGATION LTD,1993.0,,,https://en.wikipedia.org/wiki/Tsakos_Energy_Navigation,,verified,VERIFIED
TER,97210,Teradyne,1960.0,,,https://investors.teradyne.com/sec-filings/all-sec-filings/content/0001193125-26-059002/ter-20251231.htm,,verified,VERIFIED
TEX,97216,TEREX CORP,1933.0,,,https://en.wikipedia.org/wiki/Terex,,verified,VERIFIED
TFC,92230,Truist Financial,1872.0,,,,1968.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TFX,96943,TELEFLEX INC,1943.0,,,https://en.wikipedia.org/wiki/Teleflex,,verified,VERIFIED
TGNA,39899,TEGNA Inc. (Gannett),1906.0,,,https://en.wikipedia.org/wiki/Gannett_(1906%E2%80%932015),1972.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TGT,27419,Target Corporation,1902.0,,,https://www.sec.gov/Archives/edgar/data/27419/000104746912002714/a2207838z10-k.htm,,verified,VERIFIED
THC,70318,TENET HEALTHCARE CORP,1969.0,,,https://en.wikipedia.org/wiki/Tenet_Healthcare,,verified,VERIFIED
THY,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_IDENTITY
TIE,1011657,,1950.0,,,https://en.wikipedia.org/wiki/Titanium_Metals_Corporation,,verified,VERIFIED
TIF,98246,,1837.0,,,https://en.wikipedia.org/wiki/Tiffany_%26_Co.,,verified,VERIFIED
TIN,731939,Temple-Inland Inc.,1893.0,,,http://www.fundinguniverse.com/company-histories/temple-inland-inc-history/,,verified,VERIFIED
TJX,109198,TJX Companies,1962.0,April,1962-04-09,https://www.sec.gov/Archives/edgar/data/109198/000162828019003834/tjx-20190202exhibit3i1.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
TKO,1973266,TKO Group Holdings,2023.0,,,https://www.sec.gov/Archives/edgar/data/1973266/000119312526173856/d908037dars.pdf,,verified,VERIFIED
TKR,98362,TIMKEN CO,1899.0,,,https://en.wikipedia.org/wiki/Timken_Company,,verified,VERIFIED
TLAB,317771,"Tellabs, Inc.",1974.0,,,https://en.wikipedia.org/wiki/Tellabs,,verified,VERIFIED
TMC,1798562,TMC the metals Co Inc.,2011.0,,,https://en.wikipedia.org/wiki/The_Metals_Company,,verified,VERIFIED
TMC.A,1798562,TMC the metals Company Inc.,2011.0,,,https://en.wikipedia.org/wiki/The_Metals_Company,,verified,VERIFIED
TMK,320335,Torchmark Corp / Globe Life,1900.0,,,https://en.wikipedia.org/wiki/Globe_Life,1979.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
TMO,97745,Thermo Fisher Scientific,1956.0,,,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific,,verified,VERIFIED
